Response_ID,Date,Country,Response_Category,Implementing_Institution,Estimated_Cost_MUSD,Urgency_Level,Implementation_Status,Effectiveness_Score,ME_Dependency_Reduction_Pct,Conflict_Phase
RSP-00798,2026-02-01,India,Maritime Insurance Fund,Ministry of Defense,2.4,Medium,In Progress,6.5,1.15,Ongoing Uncertainty
RSP-00799,2026-02-01,India,Fuel Subsidy Increase,Ministry of Defense,0.9,Low,Completed,3.1,1.15,Ongoing Uncertainty
RSP-00800,2026-02-01,India,Fuel Subsidy Increase,Central Bank,1.1,Low,Announced,5.4,1.04,Ongoing Uncertainty
RSP-00801,2026-02-01,Japan,Cyber Defense for Energy Grid,Emergency Management Agency,3.5,Medium,In Progress,3.0,1.37,Ongoing Uncertainty
RSP-00802,2026-02-01,Japan,Port Security Enhancement,Central Bank,1.5,High,In Progress,4.8,1.16,Ongoing Uncertainty
RSP-00803,2026-02-01,South Korea,Naval Escort Deployment,Ministry of Trade,1.5,Low,Announced,9.5,1.05,Ongoing Uncertainty
RSP-00804,2026-02-01,South Korea,Strategic Fuel Stockpile Mandate,Maritime Authority,0.9,High,Delayed,6.4,1.27,Ongoing Uncertainty
RSP-00805,2026-02-01,Australia,Cyber Defense for Energy Grid,Ministry of Defense,0.3,High,Announced,4.5,0.17,Ongoing Uncertainty
RSP-00806,2026-02-01,Indonesia,Bilateral Defense Pact,Ministry of Energy,0.3,High,In Progress,7.0,0.24,Ongoing Uncertainty
RSP-00807,2026-02-01,Indonesia,Bilateral Defense Pact,Ministry of Trade,0.2,Low,Completed,6.1,0.28,Ongoing Uncertainty
RSP-00808,2026-02-01,Thailand,Maritime Insurance Fund,Ministry of Defense,0.2,Critical,Completed,6.3,0.75,Ongoing Uncertainty
RSP-00809,2026-02-01,Vietnam,Refinery Capacity Expansion,Ministry of Energy,0.1,High,Completed,5.7,0.41,Ongoing Uncertainty
RSP-00810,2026-02-01,Vietnam,SPR Release,Maritime Authority,0.1,Medium,Announced,7.2,0.31,Ongoing Uncertainty
RSP-00811,2026-02-01,Philippines,Strategic Fuel Stockpile Mandate,Central Bank,0.2,Low,Announced,6.0,1.06,Ongoing Uncertainty
RSP-00812,2026-02-01,Philippines,Maritime Insurance Fund,Maritime Authority,0.3,Low,Completed,8.0,1.09,Ongoing Uncertainty
RSP-00813,2026-02-01,Malaysia,Maritime Insurance Fund,Central Bank,0.1,Low,In Progress,8.4,0.14,Ongoing Uncertainty
RSP-00814,2026-02-01,Pakistan,Bilateral Defense Pact,Maritime Authority,0.1,Medium,In Progress,6.3,0.98,Ongoing Uncertainty
RSP-00815,2026-02-01,Pakistan,Freight Corridor Agreement,Ministry of Defense,0.3,Medium,Completed,9.0,1.32,Ongoing Uncertainty
RSP-00816,2026-02-01,Pakistan,Port Security Enhancement,Ministry of Finance,0.1,Low,Announced,5.7,1.17,Ongoing Uncertainty
RSP-00817,2026-02-01,Bangladesh,Refinery Capacity Expansion,Emergency Management Agency,0.2,Medium,In Progress,9.5,0.56,Ongoing Uncertainty
RSP-00818,2026-02-01,Taiwan,Renewable Energy Fast-Track,Ministry of Trade,0.3,Medium,Delayed,7.8,1.45,Ongoing Uncertainty
RSP-00819,2026-02-01,Taiwan,Alternative Supplier Agreement,Ministry of Trade,0.3,Low,Announced,3.8,1.4,Ongoing Uncertainty
RSP-00820,2026-02-01,Taiwan,Cyber Defense for Energy Grid,Maritime Authority,0.8,Medium,Announced,3.1,1.07,Ongoing Uncertainty
RSP-00821,2026-02-01,Taiwan,Maritime Insurance Fund,Ministry of Trade,0.9,Medium,Completed,8.3,0.98,Ongoing Uncertainty
RSP-00822,2026-02-01,Singapore,Fuel Subsidy Increase,Maritime Authority,0.2,Low,Announced,7.1,1.22,Ongoing Uncertainty
RSP-00823,2026-02-01,Singapore,Strategic Fuel Stockpile Mandate,Ministry of Finance,0.1,Medium,Completed,7.4,1.32,Ongoing Uncertainty
RSP-00824,2026-02-01,Singapore,Renewable Energy Fast-Track,Ministry of Defense,0.4,Medium,In Progress,5.1,1.03,Ongoing Uncertainty
RSP-00825,2026-02-01,Singapore,Fuel Subsidy Increase,Ministry of Trade,0.4,Medium,Completed,4.3,1.13,Ongoing Uncertainty
RSP-00826,2026-02-01,Singapore,Coal-to-Gas Switching Ban,Ministry of Energy,0.3,Critical,In Progress,8.0,1.31,Ongoing Uncertainty
RSP-00827,2026-02-01,New Zealand,Bilateral Defense Pact,Ministry of Energy,0.1,Medium,Completed,6.4,0.5,Ongoing Uncertainty
RSP-00828,2026-02-01,Sri Lanka,Naval Escort Deployment,Ministry of Finance,0.1,Low,In Progress,3.6,1.13,Ongoing Uncertainty
RSP-00829,2026-02-01,Sri Lanka,Alternative Supplier Agreement,Ministry of Energy,0.1,Low,Announced,5.6,1.37,Ongoing Uncertainty
RSP-00830,2026-02-01,Sri Lanka,Maritime Insurance Fund,Ministry of Energy,0.1,Medium,Delayed,4.8,1.33,Ongoing Uncertainty
RSP-00831,2026-02-01,Myanmar,Renewable Energy Fast-Track,Maritime Authority,0.1,High,Delayed,6.0,0.62,Ongoing Uncertainty
RSP-00832,2026-02-01,Cambodia,Fuel Subsidy Increase,National Oil Company,0.1,Low,Completed,4.2,0.46,Ongoing Uncertainty
RSP-00833,2026-02-01,Cambodia,Bilateral Defense Pact,Ministry of Trade,0.1,Medium,Completed,6.9,0.71,Ongoing Uncertainty
RSP-00834,2026-02-01,Laos,Emergency Energy Import Deal,Ministry of Trade,0.1,Low,Completed,7.1,0.13,Ongoing Uncertainty
RSP-00835,2026-02-01,Mongolia,Alternative Supplier Agreement,Ministry of Trade,0.1,High,Delayed,5.8,0.09,Ongoing Uncertainty
RSP-00836,2026-03-01,China,SPR Release,National Oil Company,6.4,Medium,Delayed,6.4,0.79,Ongoing Uncertainty
RSP-00837,2026-03-01,India,Strategic Fuel Stockpile Mandate,Central Bank,1.5,Medium,Delayed,3.0,0.89,Ongoing Uncertainty
RSP-00838,2026-03-01,India,Emergency Energy Import Deal,National Oil Company,1.0,Low,In Progress,4.8,1.05,Ongoing Uncertainty
RSP-00839,2026-03-01,India,SPR Release,Ministry of Energy,2.1,Low,Announced,6.0,1.03,Ongoing Uncertainty
RSP-00840,2026-03-01,Japan,Maritime Insurance Fund,Ministry of Trade,1.5,High,Delayed,4.6,1.17,Ongoing Uncertainty
RSP-00841,2026-03-01,Japan,Renewable Energy Fast-Track,Ministry of Finance,2.4,High,Completed,6.0,1.16,Ongoing Uncertainty
RSP-00842,2026-03-01,Japan,Fuel Subsidy Increase,Central Bank,2.8,Medium,Completed,3.6,1.4,Ongoing Uncertainty
RSP-00843,2026-03-01,Japan,Naval Escort Deployment,Ministry of Energy,4.8,Critical,In Progress,6.7,1.04,Ongoing Uncertainty
RSP-00844,2026-03-01,South Korea,Cyber Defense for Energy Grid,Ministry of Defense,1.0,High,Delayed,5.0,1.33,Ongoing Uncertainty
RSP-00845,2026-03-01,South Korea,Refinery Capacity Expansion,Emergency Management Agency,1.1,High,In Progress,6.1,0.82,Ongoing Uncertainty
RSP-00846,2026-03-01,South Korea,LNG Terminal Fast-Track,Emergency Management Agency,1.6,Low,Completed,10.0,1.03,Ongoing Uncertainty
RSP-00847,2026-03-01,Australia,Freight Corridor Agreement,Ministry of Energy,0.1,Low,In Progress,6.9,0.28,Ongoing Uncertainty
RSP-00848,2026-03-01,Indonesia,Refinery Capacity Expansion,Ministry of Trade,0.3,Medium,Announced,4.1,0.32,Ongoing Uncertainty
RSP-00849,2026-03-01,Thailand,Cyber Defense for Energy Grid,Emergency Management Agency,0.2,Medium,In Progress,6.6,0.65,Ongoing Uncertainty
RSP-00850,2026-03-01,Vietnam,Freight Corridor Agreement,Maritime Authority,0.1,Medium,In Progress,7.8,0.27,Ongoing Uncertainty
RSP-00851,2026-03-01,Philippines,Naval Escort Deployment,Ministry of Energy,0.1,Low,In Progress,6.2,0.9,Ongoing Uncertainty
RSP-00852,2026-03-01,Malaysia,Port Security Enhancement,Emergency Management Agency,0.1,Medium,In Progress,5.9,0.19,Ongoing Uncertainty
RSP-00853,2026-03-01,Pakistan,SPR Release,Maritime Authority,0.2,Low,Completed,5.3,0.88,Ongoing Uncertainty
RSP-00854,2026-03-01,Pakistan,Renewable Energy Fast-Track,National Oil Company,0.2,Low,Delayed,7.8,0.94,Ongoing Uncertainty
RSP-00855,2026-03-01,Pakistan,Fuel Subsidy Increase,Central Bank,0.2,Medium,Delayed,4.3,1.05,Ongoing Uncertainty
RSP-00856,2026-03-01,Bangladesh,Coal-to-Gas Switching Ban,Ministry of Trade,0.2,High,Delayed,5.0,0.66,Ongoing Uncertainty
RSP-00857,2026-03-01,Bangladesh,Renewable Energy Fast-Track,National Oil Company,0.1,Medium,Announced,7.3,0.6,Ongoing Uncertainty
RSP-00858,2026-03-01,Taiwan,Alternative Supplier Agreement,Ministry of Defense,0.5,Medium,Delayed,6.3,1.36,Ongoing Uncertainty
RSP-00859,2026-03-01,Taiwan,Refinery Capacity Expansion,Ministry of Defense,0.8,Low,Completed,7.2,1.3,Ongoing Uncertainty
RSP-00860,2026-03-01,Taiwan,Emergency Energy Import Deal,Emergency Management Agency,0.4,Medium,Completed,7.5,1.42,Ongoing Uncertainty
RSP-00861,2026-03-01,Taiwan,Refinery Capacity Expansion,Maritime Authority,0.2,Medium,Completed,5.0,1.08,Ongoing Uncertainty
RSP-00862,2026-03-01,Singapore,Naval Escort Deployment,Ministry of Finance,0.4,Low,Delayed,6.5,1.32,Ongoing Uncertainty
RSP-00863,2026-03-01,Singapore,Coal-to-Gas Switching Ban,Emergency Management Agency,0.2,Low,In Progress,7.7,1.27,Ongoing Uncertainty
RSP-00864,2026-03-01,Singapore,Renewable Energy Fast-Track,Ministry of Defense,0.2,Medium,Announced,4.9,0.91,Ongoing Uncertainty
RSP-00865,2026-03-01,Singapore,Bilateral Defense Pact,Central Bank,0.4,Low,In Progress,7.9,0.95,Ongoing Uncertainty
RSP-00866,2026-03-01,Singapore,Port Security Enhancement,Ministry of Defense,0.5,Medium,Announced,6.8,1.25,Ongoing Uncertainty
RSP-00867,2026-03-01,Singapore,Renewable Energy Fast-Track,Central Bank,0.4,Low,In Progress,6.5,1.2,Ongoing Uncertainty
RSP-00868,2026-03-01,Singapore,Bilateral Defense Pact,Ministry of Energy,0.5,Low,In Progress,6.4,1.48,Ongoing Uncertainty
RSP-00869,2026-03-01,Singapore,Bilateral Defense Pact,Central Bank,0.6,Medium,Announced,4.7,1.13,Ongoing Uncertainty
RSP-00870,2026-03-01,Singapore,Refinery Capacity Expansion,Ministry of Energy,0.2,Low,Completed,7.8,1.45,Ongoing Uncertainty
RSP-00871,2026-03-01,New Zealand,Fuel Subsidy Increase,Ministry of Trade,0.1,Medium,In Progress,5.8,0.38,Ongoing Uncertainty
RSP-00872,2026-03-01,Sri Lanka,Refinery Capacity Expansion,Ministry of Finance,0.1,High,Announced,4.6,1.13,Ongoing Uncertainty
RSP-00873,2026-03-01,Sri Lanka,Alternative Supplier Agreement,Maritime Authority,0.1,Low,Announced,5.9,1.59,Ongoing Uncertainty
RSP-00874,2026-03-01,Sri Lanka,Freight Corridor Agreement,Emergency Management Agency,0.1,Low,Delayed,6.0,1.53,Ongoing Uncertainty
RSP-00875,2026-03-01,Sri Lanka,Emergency Energy Import Deal,Ministry of Finance,0.1,Medium,In Progress,4.8,1.45,Ongoing Uncertainty
RSP-00876,2026-03-01,Sri Lanka,Emergency Energy Import Deal,Emergency Management Agency,0.1,High,Announced,8.3,1.39,Ongoing Uncertainty
RSP-00877,2026-03-01,Sri Lanka,Maritime Insurance Fund,National Oil Company,0.1,Medium,In Progress,7.8,1.56,Ongoing Uncertainty
RSP-00878,2026-03-01,Sri Lanka,Emergency Energy Import Deal,Ministry of Energy,0.1,Low,Completed,6.1,1.56,Ongoing Uncertainty
RSP-00879,2026-03-01,Sri Lanka,Maritime Insurance Fund,Maritime Authority,0.1,Low,Delayed,3.1,1.14,Ongoing Uncertainty
RSP-00880,2026-03-01,Myanmar,Strategic Fuel Stockpile Mandate,Ministry of Energy,0.1,Low,Announced,8.0,0.5,Ongoing Uncertainty
RSP-00881,2026-03-01,Myanmar,Port Security Enhancement,Maritime Authority,0.1,High,In Progress,4.9,0.4,Ongoing Uncertainty
RSP-00882,2026-03-01,Cambodia,Refinery Capacity Expansion,Ministry of Finance,0.1,Medium,Completed,5.0,0.49,Ongoing Uncertainty
RSP-00883,2026-03-01,Cambodia,Refinery Capacity Expansion,Ministry of Trade,0.1,High,Announced,8.0,0.47,Ongoing Uncertainty
RSP-00884,2026-03-01,Laos,Maritime Insurance Fund,Ministry of Defense,0.1,Medium,In Progress,6.7,0.11,Ongoing Uncertainty
RSP-00885,2026-03-01,Mongolia,Freight Corridor Agreement,Ministry of Defense,0.1,Medium,In Progress,7.6,0.09,Ongoing Uncertainty
